round_epochs,val_loss,val_f1score,val_acc,loss,f1score,acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,losses,lr,network,optimizer,shapes
50,0.6463316396663064,0.0,0.660818716587379,0.7539464787921714,0.34230156504928166,0.4447236171918898,elu,28,0.5,50,10,1,random_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adam'>,funnel
50,0.34728006277865137,0.7659954156791955,0.8771929866389224,0.40681245833186047,0.8535624164432737,0.8643216122334926,elu,44,0.0,50,20,4,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,triangle
200,0.1470627839628019,0.0,0.660818716587379,0.14263286303036177,0.21672070700319568,0.5929648175311448,elu,28,0.5,200,10,4,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adam'>,brick
100,0.12100439361835781,0.5198940415131418,0.3801169529644369,0.11738973526499379,0.036204410857291675,0.6030150750773636,elu,44,0.8,100,10,5,glorot_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adam'>,triangle
150,0.14713036517302194,0.0,0.6608187183302049,0.16784487252858415,0.0,0.613065333222624,relu,44,0.0,150,30,3,glorot_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,funnel
200,0.03763247581916371,0.8102123664136518,0.9122807017543859,0.03905040197935537,0.8602156525281206,0.9070351830678969,elu,12,0.1,200,40,0,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.14713036752583689,0.0,0.6608187137988576,0.16446295571536873,0.0,0.6130653218408326,relu,12,0.5,150,20,2,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Nadam'>,brick
200,5.466956289190995,0.0,0.6608187211187262,5.512568035317425,0.1529328868766526,0.64321608399626,elu,36,0.5,200,20,0,random_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,triangle
150,5.466956361692551,0.0,0.6608187183302049,5.871581494508677,0.03866113550099895,0.6005025098671266,elu,44,0.5,150,20,3,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,brick
150,10.53502653356184,0.4907657237429368,0.33918128829253347,7.129539410672595,0.5595552720616211,0.5075376852972424,relu,12,0.5,150,10,0,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,triangle
50,0.6482887543432894,0.0,0.660818716587379,0.6678242782252518,0.0,0.6130653287298117,relu,28,0.1,50,40,1,random_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,funnel
100,0.270535398470728,0.8188276635973077,0.9064327603892276,0.19153271345952927,0.8869763864344687,0.9221105533628607,elu,36,0.0,100,10,2,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adam'>,triangle
200,0.28577006921956416,0.7619842245564823,0.8830409328839932,0.20422009070726796,0.8814350660122818,0.9170854163529286,elu,28,0.1,200,20,4,glorot_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adam'>,triangle
150,0.14713005007010455,0.0,0.660818716587379,0.12294762330738145,0.09604080133701688,0.615577896635736,relu,28,0.8,150,30,5,glorot_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,triangle
50,5.466956236209088,0.0,0.660818716587379,5.367053733998207,0.18343714725731605,0.5954773854370692,elu,28,0.5,50,30,1,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,triangle
100,0.2866505421044534,0.4907657237429368,0.33918128829253347,0.18878310282326224,0.40344006736673904,0.4999999946086251,elu,12,0.8,100,10,0,random_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.SGD'>,funnel
200,0.10888467554809057,0.0,0.6608187183302049,0.11576677521868567,0.013006205909216225,0.6155778912443611,relu,44,0.5,200,10,4,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adam'>,funnel
200,0.1471303697043692,0.0,0.660818716587379,0.12664776111967,0.0710546739736394,0.5979899407631188,relu,28,0.8,200,10,3,glorot_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,brick
200,0.16730488775766383,0.9031758447836714,0.9415204538936504,0.1337350509948467,0.9174746634373113,0.937185923058783,elu,20,0.0,200,30,1,random_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,triangle
200,0.29406236312542744,0.4848644057212517,0.32163743021195396,0.1471576099120193,0.3422869211764791,0.5929648178306657,elu,44,0.8,200,10,0,random_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adadelta'>,brick
200,0.14713034530480704,0.0,0.6608187137988576,0.12092708972231228,0.04974874210118049,0.6055276351957465,relu,12,0.8,200,20,3,glorot_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,triangle
200,0.6453121820388482,0.0,0.660818716587379,0.6674470598973221,0.0,0.6130653251355617,relu,28,0.1,200,30,2,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
50,0.034918115850080526,0.8257744866505004,0.9005848029900713,0.028895096488334427,0.8731187620953699,0.9020100514493395,relu,44,0.1,50,40,5,random_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Nadam'>,brick
150,5.466956289190995,0.0,0.6608187211187262,2.323931475979599,0.12251991797332189,0.5502512532861987,relu,36,0.8,150,10,2,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,brick
50,0.22389389278247343,0.8660671679597152,0.9239766242211325,0.20821508978629233,0.8964207337130254,0.9246231215683061,relu,44,0.1,50,40,5,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,triangle
200,0.3465427351102494,0.7393064680155258,0.894736837922481,0.5598913691750723,0.4149017239635314,0.7135678397950216,elu,20,0.5,200,20,1,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adam'>,funnel
150,0.14713036752583689,0.0,0.6608187137988576,0.1678448739513081,0.0,0.6130653230389159,relu,12,0.1,150,20,0,glorot_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,triangle
150,0.6460541870161803,0.0,0.6608187183302049,0.6675271071381306,0.0,0.6105527638190955,elu,44,0.8,150,10,5,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,brick
200,0.14713036700298912,0.0,0.6608187211187262,0.1859441860836355,0.1706502353725721,0.5728643335888733,relu,36,0.8,200,40,0,random_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adadelta'>,brick
100,0.25122839530483326,0.8190035736351683,0.9005847995044195,0.21335770579139193,0.8842473736959486,0.9195979812636448,elu,20,0.1,100,30,3,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,funnel
200,0.10921409011584277,0.0,0.6608187078732496,0.11513964232787414,0.0,0.610552764717658,relu,20,0.8,200,30,2,random_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.SGD'>,triangle
150,5.466956361692551,0.0,0.6608187183302049,6.236649978603467,0.0,0.6130653266331658,relu,44,0.1,150,30,1,random_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,triangle
150,0.13282977631696832,0.904375417887816,0.9415204538936504,0.09270362744585203,0.9305933120861725,0.9497487341339265,elu,20,0.0,150,30,3,random_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,brick
150,5.466956305922124,0.0,0.6608187137988576,6.166737784093349,0.018664750322025626,0.6155778924424444,elu,12,0.5,150,30,0,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adadelta'>,brick
150,0.03519738177981293,0.833665182367403,0.9064327506294028,0.027622875603075005,0.8931560525343046,0.9271356819862098,elu,44,0.0,150,10,4,glorot_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Adadelta'>,triangle
50,5.466956289190995,0.0,0.6608187211187262,6.236649973811134,0.0,0.6130653254350825,relu,36,0.0,50,20,2,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,brick
200,0.28364439173574335,0.830939139190473,0.9064327443552296,0.267311377516344,0.8377814634361459,0.8969849234250322,relu,28,0.1,200,10,3,random_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
200,0.6718157278864008,0.0,0.6608187211187262,0.6733181698238431,0.0,0.6130653386139989,elu,36,0.0,200,10,2,random_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,brick
50,0.11017413241298575,0.0,0.6608187078732496,0.11346758052182557,0.0,0.6130653311259783,relu,20,0.5,50,10,5,random_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.SGD'>,triangle
50,0.14713036700298912,0.0,0.6608187211187262,0.1723622497002683,0.33360314548914155,0.5527638226897273,elu,36,0.8,50,10,0,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adam'>,funnel
50,0.6539924988272594,0.0,0.6608187078732496,0.754531814225355,0.014716439211188849,0.6180904527105878,relu,20,0.8,50,30,2,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,funnel
50,0.28665055012145235,0.5012218075537542,0.339181286375425,0.2659360381526564,0.5537018398543698,0.3869346725431519,relu,28,0.0,50,10,3,glorot_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.SGD'>,brick
150,0.6446926011676677,0.0,0.6608187183302049,0.6564475199085983,0.10351016668219064,0.6231155790875306,relu,44,0.1,150,20,4,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adadelta'>,funnel
50,0.14713036517302194,0.0,0.6608187183302049,0.16453987547201127,0.03685091907654575,0.6206030030945437,elu,44,0.1,50,20,0,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
100,5.466956289190995,0.0,0.6608187211187262,6.251165759024309,0.05229508307710964,0.5979899479516187,elu,36,0.5,100,20,0,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adam'>,funnel
200,0.28364015109183494,0.7285852097628409,0.8830409356725146,0.39545951866025303,0.7570305808105661,0.8492462356485914,relu,20,0.5,200,10,1,random_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
150,0.6144822403701425,0.5120640034564057,0.807017557802256,0.29438262975695145,0.8483945838171034,0.8994974808477277,elu,28,0.0,150,30,2,random_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,funnel
50,0.6732519007565683,0.0,0.6608187183302049,0.6799453356158194,0.0,0.6130653242369992,relu,44,0.0,50,30,1,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,funnel
100,0.14713036700298912,0.0,0.6608187211187262,0.17078156252602236,0.15502787340226484,0.6030150801692177,relu,36,0.5,100,30,0,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adadelta'>,funnel
150,10.53502689049258,0.5012218075537542,0.339181286375425,9.773723932965916,0.5532368163966653,0.3869346725431519,relu,28,0.0,150,10,0,glorot_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,brick
150,3.6212024786318953,0.0,0.6608187183302049,0.9684230149091788,0.0,0.6130653233384368,relu,44,0.8,150,10,3,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adam'>,triangle
200,0.033322095184733995,0.8364404345813551,0.9181286598506727,0.030506533486347402,0.8621786003136754,0.9095477386934674,elu,36,0.0,200,10,4,random_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.SGD'>,brick
50,0.20189168108137032,0.8876769385839763,0.929824571860464,0.16031657273754776,0.9125420211547584,0.9371859158702831,elu,36,0.0,50,40,4,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
150,5.466956361692551,0.0,0.6608187183302049,3.1529450081101613,0.5573868808434836,0.7613065338613999,relu,44,0.5,150,40,0,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Nadam'>,brick
100,0.14713036600086424,0.0,0.6608187078732496,0.1628092397472367,0.09487412772585999,0.6105527638190955,relu,20,0.8,100,30,0,glorot_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adadelta'>,funnel
200,0.1669647965521677,0.9062909114430522,0.9415204566821718,0.13603463834479226,0.926699574269242,0.9447236213851814,elu,28,0.1,200,20,3,random_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adam'>,brick
150,1.969009609745879,0.7060950387988174,0.8771929810618797,1.5067074416569504,0.850619591660236,0.8994974808477277,elu,20,0.1,150,40,1,glorot_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adadelta'>,brick
50,0.10744203875462215,0.0,0.6608187078732496,0.1140374574229945,0.07793294574747134,0.6105527662152621,elu,20,0.8,50,20,3,random_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adadelta'>,triangle
50,0.6448469705748976,0.0,0.6608187183302049,0.6674385400273692,0.0,0.6130653374159156,elu,44,0.0,50,10,2,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,triangle
100,5.4669564592908,0.0,0.6608187078732496,5.940520877215131,0.021217195083148517,0.6180904474689732,relu,20,0.8,100,40,0,glorot_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,funnel
100,0.1471311335849483,0.0,0.6608187183302049,0.1678503026914357,0.0,0.6130653266331658,relu,44,0.0,100,30,5,glorot_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.SGD'>,triangle
50,0.22382724779652574,0.855740697760331,0.9239765970330489,0.18973927978594698,0.8883546276308184,0.9195979821622072,elu,20,0.0,50,20,2,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,brick
150,0.32538583717848124,0.811456024646759,0.9005848012472454,0.420213548382323,0.7276349666729645,0.831658297447703,elu,36,0.1,150,20,2,random_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.SGD'>,funnel
50,0.2525263622577427,0.7846890224350823,0.888888893071671,0.2980370927396132,0.8328312869047999,0.8944723540215037,elu,28,0.1,50,40,4,glorot_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
50,2.7108337335419237,0.5012218075537542,0.339181286375425,1.1750957055307514,0.08387390602773158,0.6005025097173662,relu,28,0.8,50,10,1,random_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adadelta'>,triangle
200,0.2624720826483609,0.8439874635105244,0.9239765970330489,0.4346393282389521,0.6262455626049234,0.7989949748743719,elu,20,0.5,200,10,2,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adadelta'>,funnel
50,1.2993535211211757,0.7407245102681612,0.7719298130587527,0.6115759580054475,0.8861344468653501,0.9145728613263998,elu,36,0.0,50,20,0,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Nadam'>,funnel
100,0.14719646114703508,0.0,0.6608187183302049,0.16745754522294853,0.2869810986159435,0.5175879295147843,elu,44,0.8,100,20,2,glorot_uniform,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adadelta'>,triangle
150,0.14713036752583689,0.0,0.6608187137988576,0.16784487331482634,0.0,0.6130653276814887,elu,12,0.1,150,30,2,glorot_uniform,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adam'>,brick
200,0.14713036752583689,0.0,0.6608187137988576,0.16784487383898777,0.0,0.6130653266331658,relu,12,0.0,200,20,0,random_uniform,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.SGD'>,brick
200,0.6414158218785336,0.0,0.6608187078732496,0.628373741504535,0.2290293297276425,0.6633165814169687,relu,20,0.5,200,20,4,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adadelta'>,triangle
100,5.443100204244692,0.0,0.6608187183302049,2.638007882551931,0.03288754199317951,0.5577889423274515,relu,44,0.8,100,20,2,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,triangle
100,0.1068311388555326,0.0,0.6608187211187262,0.11338178214415832,0.0,0.6130653308264574,relu,36,0.0,100,10,2,random_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Nadam'>,triangle
200,0.14713036600086424,0.0,0.6608187078732496,0.1678448739513081,0.0,0.6130653302274157,relu,20,0.1,200,30,0,glorot_uniform,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adadelta'>,triangle
200,0.6446396562091091,0.0,0.6608187137988576,0.6674936952902444,0.0,0.6130653236379575,relu,12,0.0,200,10,5,glorot_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,triangle
50,0.2648654376205645,0.8233038092914381,0.906432757252141,0.2967110231668506,0.845738808114325,0.8919598013911415,relu,36,0.1,50,40,5,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,triangle
200,3.4142270478588794,0.0,0.6608187183302049,0.8779214006572512,0.07162825838105763,0.6231155856769888,elu,44,0.8,200,10,1,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Nadam'>,funnel
100,5.441885566153721,0.0,0.660818716587379,3.3366775440810312,0.19913504044314725,0.5854271379247982,relu,28,0.8,100,20,4,glorot_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adam'>,brick
150,0.1471303697043692,0.0,0.660818716587379,0.15064646056549033,0.25057138128196776,0.6381909595662026,relu,28,0.8,150,30,0,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Nadam'>,brick
100,0.2626638698734735,0.796177275348128,0.912280705937168,0.19319535117016065,0.8902325270762995,0.9221105587542356,relu,12,0.0,100,10,3,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,brick
50,0.1471303697043692,0.0,0.660818716587379,0.16784487821947988,0.0,0.6130653167489785,relu,28,0.0,50,30,5,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
50,0.02861332034995801,0.8580187102507429,0.9239765858789634,0.02350057643281305,0.9070216528135329,0.932160801324413,elu,28,0.0,50,30,3,random_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adam'>,funnel
200,0.14713036600086424,0.0,0.6608187078732496,0.1678448741759487,0.0,0.6130653311259783,relu,20,0.1,200,40,2,glorot_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,brick
150,0.2556772446423246,0.4907657237429368,0.33918128829253347,0.061172559408087225,0.738866989636541,0.8291457328365077,relu,12,0.5,150,10,4,random_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.SGD'>,brick
100,0.14713036517302194,0.0,0.6608187183302049,0.1439883663276931,0.13418997082877998,0.5879396969948582,relu,44,0.5,100,20,2,glorot_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,triangle
150,0.24461040011884874,0.8590407256494489,0.9122807017543859,0.27977640855701724,0.8516927061967514,0.8793969888183939,elu,12,0.1,150,10,5,random_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,funnel
50,5.466956361692551,0.0,0.6608187183302049,6.202448423184342,0.2704618818047059,0.577889433158702,relu,44,0.5,50,30,1,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,triangle
50,0.5403573246378648,0.2785456766162002,0.7251461984818441,0.6043148102173254,0.46267771690934145,0.6809045229125862,elu,20,0.5,50,10,4,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,brick
50,0.03446561163488764,0.8331383498091447,0.9064327345954047,0.054034103569223654,0.7390055928997059,0.841708540616922,elu,28,0.5,50,10,5,random_uniform,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adadelta'>,funnel
150,0.6453760761266564,0.0,0.6608187078732496,0.6674915555134491,0.0,0.6130653236379575,elu,20,0.0,150,30,1,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,funnel
200,0.10615858579413932,0.0,0.6608187137988576,0.11326529519941339,0.0,0.6130653224398742,relu,12,0.8,200,10,2,random_uniform,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
100,5.466956289190995,0.0,0.6608187211187262,5.1486381136592305,0.37432011145742694,0.6457286306362057,relu,36,0.8,100,30,0,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,triangle
50,0.647805112495757,0.0,0.6608187137988576,0.6850761612456049,0.052835599860953326,0.5979899470530563,elu,12,0.5,50,20,3,glorot_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.SGD'>,triangle
200,5.4669564592908,0.0,0.6608187078732496,1.7655554638436093,0.0,0.6130653197441868,relu,20,0.8,200,30,2,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adam'>,funnel
150,0.21789637369332476,0.8402958540191428,0.9122806947830825,0.1461435841705332,0.9084214346492709,0.9296482313218428,elu,28,0.1,150,40,4,random_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,funnel
100,0.5101269612154156,0.7890526317713553,0.8771929782733583,6.056682594457463,0.5405108716020632,0.6055276414856838,elu,12,0.5,100,20,0,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adadelta'>,brick
50,0.24263462997776897,0.8001872959889864,0.9122807101199502,0.17376952547224322,0.8807015185380102,0.927135684981418,relu,12,0.0,50,20,2,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
100,0.14713036700298912,0.0,0.6608187211187262,0.15722617634277247,0.0,0.6130653224398742,relu,36,0.1,100,10,1,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,funnel
50,0.1471303697043692,0.0,0.660818716587379,0.16784488533309955,0.0,0.6130653287298117,elu,28,0.0,50,20,5,glorot_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
50,0.10880509790098458,0.0,0.6608187137988576,0.11745324184247596,0.015314667218893617,0.6030150756764052,elu,12,0.8,50,10,3,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
200,0.6453296218002051,0.0,0.6608187183302049,0.8729687791373861,0.06955467860902374,0.5954773815432984,elu,44,0.8,200,20,3,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,funnel
100,0.10936463075248819,0.0,0.6608187211187262,0.11415358194753752,0.010641441198449638,0.6130653146523327,relu,36,0.5,100,40,1,glorot_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Adam'>,funnel
100,0.1082616264098569,0.0,0.6608187078732496,0.1129827035506766,0.0,0.6130653242369992,elu,20,0.5,100,40,5,random_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,triangle
150,0.28724474141820827,0.8414722837899861,0.9122806947830825,0.38701184610625605,0.7418123819121164,0.8417085385202763,elu,28,0.8,150,40,2,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,brick
50,5.4669564592908,0.0,0.6608187078732496,5.694352727439536,0.13207449820173445,0.6130653296283741,relu,20,0.1,50,10,0,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,brick
150,5.4669564592908,0.0,0.6608187078732496,5.209213987666758,0.3702991781522281,0.5753768799292981,relu,20,0.5,150,10,0,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.SGD'>,triangle
50,5.466956236209088,0.0,0.660818716587379,5.618864392515403,0.2030190469032556,0.5854271347798294,relu,28,0.8,50,40,4,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Nadam'>,brick
100,0.19980804623262574,0.9031758447836714,0.9415204538936504,0.18341374378557782,0.9050921860651754,0.9346733542542961,elu,20,0.0,100,40,0,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,funnel
50,0.03224838037337912,0.8196247655745835,0.906432733201144,0.040032685757731674,0.8516417454235518,0.8919597965988082,elu,20,0.5,50,30,3,random_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Adam'>,triangle
50,0.6454990910507782,0.0,0.6608187078732496,0.6674251634271899,0.0,0.6130653311259783,relu,20,0.0,50,30,3,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
200,0.022225943860347378,0.9031758447836714,0.9415204538936504,0.01642201703036527,0.9353885111497275,0.9522613011412884,elu,20,0.0,200,10,5,glorot_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adam'>,brick
50,0.22851582472784476,0.8432039207185221,0.9122806947830825,0.22404440907040732,0.8679694003196218,0.9120602973142461,relu,28,0.0,50,20,3,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,brick
150,0.10750567821557061,0.0,0.6608187137988576,0.1137020570698695,0.0,0.613065326333645,elu,12,0.8,150,10,4,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,triangle
100,0.08276955016523774,0.5034174183655901,0.8070175358426501,0.14927862809231532,0.45473676964865256,0.6532663322573331,relu,20,0.5,100,20,0,glorot_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Adam'>,brick
150,0.6447580038455495,0.0,0.6608187137988576,0.6675482868549213,0.0,0.6130653239374784,relu,12,0.8,150,40,2,random_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Nadam'>,triangle
150,0.025347370240423415,0.8954642516130592,0.9356724992830153,0.025487470838404202,0.8986087791883766,0.9321607968316006,relu,20,0.0,150,40,1,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adam'>,triangle
50,0.04003720427727175,0.8186468084653219,0.883040942643818,0.13794365075964424,0.4386551091119872,0.6381909514791403,relu,12,0.5,50,10,0,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adadelta'>,funnel
100,0.03151726138871682,0.8486097803589894,0.9181286452109354,0.02290457142657371,0.9287752209596298,0.9472361836002101,relu,28,0.1,100,20,4,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,funnel
50,0.6458582679430643,0.0,0.6608187137988576,0.6678281704984118,0.0,0.6130653221403534,relu,12,0.1,50,40,4,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adam'>,triangle
200,0.026611029036933343,0.8663527264929655,0.9239766137641773,0.018157602184868636,0.931313557540951,0.9497487467138013,elu,12,0.0,200,10,2,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adam'>,brick
200,5.4669564592908,0.0,0.6608187078732496,6.236650021231953,0.0,0.61306532813077,relu,20,0.1,200,20,0,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,funnel
