round_epochs,val_loss,val_f1score,val_acc,loss,f1score,acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,losses,lr,network,optimizer,shapes
100,0.6536669173435858,0.0,0.6374269124360112,0.653488215040322,0.08827226200894495,0.6356783934574032,relu,44,0.8,100,20,5,random_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,brick
150,0.17942226848058535,0.9128976045993337,0.9473684294181958,0.3627364298506598,0.787169330383665,0.8718592946852871,relu,12,0.5,150,20,2,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
100,0.6577777531411912,0.0,0.6374269124360112,0.6627123727271306,0.0,0.6231155832808222,relu,44,0.1,100,20,1,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adadelta'>,funnel
200,0.10185751717602998,0.9724310667891252,0.9824561403508771,0.20000545006601056,0.8395678682542925,0.9095477386934674,relu,12,0.1,200,20,4,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,triangle
50,0.6551039557010807,0.0,0.6374269000619476,0.6627500800032112,0.0,0.6231155787880097,relu,20,0.8,50,10,3,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,brick
150,0.10997916993341948,0.0,0.6374269124360112,0.1133904188272342,0.012283639692181918,0.623115574894239,relu,44,0.3,150,10,2,glorot_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,triangle
100,0.15727714087530884,0.0,0.6374269000619476,0.11782699741011289,0.10689811715528594,0.6256281457953716,relu,20,0.8,100,10,2,glorot_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,brick
200,0.15727728857980136,0.0,0.6374269000619476,0.16581680794157574,0.0,0.6155778876501112,elu,20,0.3,200,20,5,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.SGD'>,brick
50,0.6655932288420828,0.0,0.6374269096474898,0.7844662112207269,0.0,0.6231155838798638,relu,36,0.5,50,10,3,glorot_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
200,0.01913994068160043,0.913317442637438,0.9356725243797079,0.04518802619384761,0.791706766315441,0.8693467396587583,elu,44,0.3,200,20,2,random_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Adadelta'>,triangle
100,0.11004874855279922,0.9461097605744301,0.9707602339181286,0.24769152333988018,0.873779453524393,0.9120602934204753,elu,20,0.3,100,40,1,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,brick
50,0.34827283321068303,0.9117275131376166,0.9356725090428403,0.45808390606587857,0.7046053993642031,0.7839195908014499,elu,44,0.1,50,10,1,random_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,triangle
150,0.06299850148589987,0.6073516764138874,0.7953216308041623,0.07274153877293045,0.6636477571036947,0.7839195985889914,elu,36,0.1,150,10,5,glorot_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.SGD'>,funnel
100,0.17015232285212356,0.9154616901051928,0.9356725243797079,0.3038674200599517,0.8333801606192661,0.8844221105527639,elu,44,0.5,100,40,5,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.15727729049690983,0.0,0.6374269065104032,0.16348526735401633,0.0,0.623115578188968,relu,12,0.1,150,30,3,glorot_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.SGD'>,brick
150,0.19570723254429667,0.9125587501023945,0.9356725059057537,0.35290551747209464,0.8199513066354109,0.8743718586974407,relu,36,0.3,150,20,1,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
100,0.15727728857980136,0.0,0.6374269000619476,0.16130546416769076,0.018897907218741412,0.6281407032180671,relu,20,0.3,100,40,0,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
50,0.15727728857980136,0.0,0.6374269000619476,0.18441207377455343,0.27809064756685764,0.5678391949315766,elu,20,0.8,50,30,0,random_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.SGD'>,brick
150,0.2004881177903616,0.893184516862122,0.9415204538936504,0.29016495507266654,0.8508952568523848,0.8994974913309567,relu,20,0.5,150,40,1,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,triangle
50,0.15727729241401828,0.0,0.6374269124360112,0.16348526226216226,0.0,0.6231155683047808,relu,44,0.1,50,40,0,random_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.6494945702497025,0.0,0.6374269000619476,0.6499976752391413,0.2222910941246167,0.6457286360275806,elu,20,0.5,150,20,4,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,funnel
50,0.2790403535142977,0.5216304602330191,0.35672514985876475,0.16651760869140003,0.34449752925628396,0.570351760291574,elu,28,0.8,50,20,1,glorot_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
200,0.6557481595647265,0.0,0.6374269124360112,1.4840023577512809,0.09065324906727776,0.5979899551401187,relu,44,0.5,200,30,5,glorot_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,funnel
50,0.15732362317411522,0.0,0.6374269096474898,0.17225795213002057,0.45496825536890845,0.5904522666979075,elu,36,0.3,50,20,2,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adadelta'>,triangle
50,0.11293219069116994,0.0,0.6374269096474898,0.11479787753155483,0.3543427457761525,0.6457286438151221,elu,36,0.5,50,10,4,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.SGD'>,brick
200,5.843987757699532,0.0,0.6374268953563177,6.106434314095195,0.0,0.6206030177710643,relu,28,0.5,200,30,4,glorot_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adam'>,brick
200,5.843987732602839,0.0,0.6374269124360112,6.087735708537929,0.12007147013841563,0.6030150783720927,elu,44,0.8,200,40,2,glorot_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
150,0.12221637067564747,0.9387357036272684,0.9707602408894321,0.28355674039403994,0.8300894810326734,0.8869346733668342,elu,12,0.5,150,20,1,random_uniform,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.Adam'>,brick
50,0.033273940023623015,0.9122515289407027,0.9356725059057537,0.055873914654530475,0.795228527718453,0.8417085439116512,elu,36,0.1,50,30,1,random_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.15727728997406207,0.0,0.6374268953563177,0.1677781332228052,0.021585197005439642,0.6130653209422701,relu,28,0.3,150,20,3,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.SGD'>,brick
150,0.026079335538615956,0.9060286116181758,0.9298245614035088,0.05199032426629234,0.8042569495924753,0.871859300076662,relu,44,0.5,150,30,5,random_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
200,0.11534772259972946,0.9087818934206378,0.941520467139127,0.16288801136627867,0.9031112571457522,0.9321608028220172,elu,44,0.1,200,30,1,random_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,triangle
50,0.01645345188546599,0.9113938526103371,0.941520469230518,0.03411790928288583,0.8594191236112585,0.904522612466285,relu,12,0.3,50,30,3,random_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Nadam'>,triangle
200,0.0654596278977673,0.9000034625070137,0.9239766189926549,0.08049271072275076,0.67424795196284,0.7964824084660516,relu,44,0.5,200,40,2,random_normal,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.SGD'>,triangle
50,0.10629338182901081,0.02807017167409261,0.6432748583325169,0.10683331799567045,0.38290584207180156,0.6708542710572631,relu,12,0.3,50,20,5,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adam'>,funnel
150,0.15727729049690983,0.0,0.6374269065104032,0.160546953495049,0.02620243876423668,0.6281407014209421,relu,12,0.8,150,40,0,glorot_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.SGD'>,triangle
50,5.843988382328323,0.0,0.6374268953563177,5.789705542463753,0.26541459837451054,0.5577889412791286,elu,28,0.8,50,30,5,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,brick
150,5.8439877883732665,0.0,0.6374269000619476,5.859188037901069,0.3668717425971774,0.5502512546340425,elu,20,0.8,150,30,2,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,brick
200,0.08859086537744566,0.7360794477992587,0.7426900724221391,0.049613250616058036,0.772879432194197,0.8492462341509872,elu,44,0.3,200,30,2,random_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.6554203308813753,0.0,0.6374269000619476,0.8515017014652041,0.0244077486009454,0.6180904510632232,relu,20,0.5,150,10,3,glorot_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adam'>,triangle
200,5.727070657830489,0.032388665174183096,0.6432748531040392,5.134625322255657,0.26263903583114473,0.6306532639354917,elu,36,0.5,200,40,3,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Nadam'>,brick
50,0.6640901314584833,0.0,0.6374269124360112,1.2526507126027016,0.0,0.6231155790875306,relu,44,0.8,50,40,3,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,funnel
200,0.15474003631817668,0.0,0.6374269065104032,0.12219150379374998,0.18017190709785003,0.6432160768077602,elu,12,0.8,200,30,5,glorot_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Adam'>,triangle
150,0.35412569422470896,0.945200594893673,0.9649122848845365,0.4916765673750609,0.690470410651298,0.7462311587741027,relu,12,0.3,150,10,1,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Nadam'>,funnel
200,0.654962840833162,0.0,0.6374269096474898,0.6626580977559688,0.0,0.6231155760923223,relu,36,0.1,200,10,4,glorot_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,brick
100,0.15727728857980136,0.0,0.6374269000619476,0.16299812675420963,0.009136590825852437,0.6231155838798638,elu,20,0.5,100,20,0,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.SGD'>,triangle
50,0.32184579062183,0.8780617947466889,0.9239766088842648,0.44162976352413696,0.7125136426944828,0.8165829199642393,elu,44,0.5,50,20,3,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,brick
150,5.843987740968403,0.0,0.6374269065104032,1.8587177902010816,0.012060299890125217,0.6130653227393951,relu,12,0.8,150,40,5,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,triangle
50,5.843987757699532,0.0,0.6374268953563177,6.075910481975306,0.0,0.6231155778894473,elu,28,0.3,50,40,0,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,triangle
50,0.15727728857980136,0.0,0.6374269000619476,0.16167678126138657,0.0,0.6231155793870514,elu,20,0.1,50,40,1,glorot_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Nadam'>,funnel
100,0.015200932265112274,0.9262504640378451,0.947368417915545,0.03746969173264563,0.8548556197827785,0.8944723546205453,elu,36,0.3,100,40,2,random_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adam'>,brick
100,0.11017041666465893,0.0,0.6374269065104032,0.1122509744299117,0.0,0.6231155745947181,elu,12,0.3,100,30,1,glorot_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adadelta'>,funnel
200,0.16149143188407547,0.8791928887367249,0.9356725215911865,0.3199274794072212,0.768622297138425,0.864321609837326,elu,12,0.1,200,10,3,glorot_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,brick
100,0.6560620107845954,0.0,0.6374269000619476,0.7005760232407843,0.21389161072783733,0.5552763861028394,elu,20,0.3,100,20,2,glorot_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adam'>,funnel
50,0.16194546161687862,0.0,0.6374269000619476,0.11842855736238872,0.0481375100924142,0.6281407092084836,relu,20,0.5,50,20,3,glorot_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adam'>,funnel
100,0.02120582794236858,0.9067121451361138,0.9356725090428403,0.044253722787951706,0.808054095836141,0.8718592934872038,relu,44,0.3,100,10,5,random_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adadelta'>,brick
200,0.15727728997406207,0.0,0.6374268953563177,0.1634852703492246,0.0,0.6231155814836972,relu,28,0.1,200,40,1,random_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,triangle
50,0.271179293331347,0.902941860650715,0.9298245749975506,0.3812982004940809,0.7885698029144326,0.864321608040201,relu,36,0.3,50,20,5,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adam'>,triangle
150,0.6552507940091585,0.0,0.6374269096474898,0.6644559652362038,0.022613062630945712,0.625628140104476,elu,36,0.5,150,30,3,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,funnel
50,0.6554585981090166,0.0,0.6374269000619476,0.6625996181114235,0.0,0.6231155810344159,relu,20,0.3,50,40,3,glorot_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,funnel
50,10.16210525356538,0.5307468308342828,0.3625731020294435,9.933948679785033,0.5416392677992432,0.37688442091246943,relu,44,0.1,50,30,0,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,brick
150,0.23470477515842483,0.9333038511332016,0.9532163878630476,0.48338704088225437,0.6218460582608554,0.7864321536155202,relu,44,0.5,150,40,2,random_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adam'>,funnel
150,0.018323224528055442,0.9257324432071886,0.9473684116413719,0.037405492999970015,0.8301068792990105,0.8844221051613889,relu,36,0.3,150,20,1,random_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
100,0.15727728997406207,0.0,0.6374268953563177,0.16613520191392706,0.03015075302004215,0.6180904609474105,relu,28,0.5,100,30,5,glorot_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.SGD'>,brick
150,0.654949779050392,0.0,0.6374269124360112,0.6690928992913596,0.0,0.6231155790875306,elu,44,0.5,150,40,1,glorot_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
200,0.14154586230802257,0.926616566920141,0.9532163700862237,0.26084117059731604,0.8571883449003325,0.9095477330025716,relu,20,0.1,200,20,1,random_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,brick
100,0.15727728918979042,0.0,0.6374269096474898,0.15406063745668785,0.14706294455719954,0.6206030252590851,elu,36,0.5,100,40,5,glorot_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adadelta'>,triangle
100,0.015316481859973299,0.9122001953989441,0.9415204709733439,0.04840037995135065,0.6736187898932989,0.8140703502611898,relu,20,0.3,100,30,3,random_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Adam'>,funnel
150,0.10999080015901934,0.0,0.6374269065104032,0.11873923167211925,0.08214883274169424,0.6130653239374784,elu,12,0.3,150,20,2,glorot_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,funnel
100,5.843987757699532,0.0,0.6374268953563177,5.810540994807105,0.0,0.6231155684545412,elu,28,0.5,100,20,0,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,brick
100,0.012080261114118784,0.9282665280570761,0.9649122723361903,0.031073573464293725,0.8868655808007897,0.9170854247395118,elu,20,0.1,100,20,2,random_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.4199243454556716,0.7618942072516993,0.7777777816119947,0.29461003922337864,0.8374136949903402,0.8944723612100036,elu,36,0.3,150,30,3,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,triangle
200,0.03555256265558695,0.8560249021178797,0.9181286473023264,0.051054628949668536,0.8099446075046481,0.8693467372625916,elu,36,0.1,200,30,4,random_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,triangle
200,0.19457077117342697,0.9535070908697028,0.9649122671077126,0.37039420592724975,0.7310547604033696,0.8316582986457863,elu,36,0.5,200,30,2,random_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,funnel
100,5.843987732602839,0.0,0.6374269124360112,6.074658925808854,0.0,0.6231155790875306,relu,44,0.5,100,40,4,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,brick
100,5.843987732602839,0.0,0.6374269124360112,6.193061866951947,0.04821900873627495,0.6155778954376527,elu,44,0.3,100,30,0,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.SGD'>,funnel
100,0.6552908427534048,0.0,0.6374268953563177,0.6630234382859427,0.0,0.6231155755681608,elu,28,0.5,100,40,2,glorot_uniform,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Nadam'>,funnel
100,0.7840797897667913,0.0,0.6374269124360112,0.5996398755054378,0.4559211709990573,0.695979903690779,elu,44,0.3,100,20,5,glorot_normal,sigmoid,binary_crossentropy,1.5,dense,<class 'keras.optimizers.SGD'>,brick
100,5.843987816258481,0.0,0.6374269096474898,2.6004002956888783,0.0,0.6231155718990307,elu,36,0.8,100,10,0,random_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Adam'>,funnel
150,0.15727728857980136,0.0,0.6374269000619476,0.16348526578153197,0.01005025065723975,0.623115581783218,relu,20,0.3,150,40,0,random_uniform,sigmoid,logcosh,0.5,dense,<class 'keras.optimizers.Nadam'>,brick
100,1.0710129047694958,0.3920388660932842,0.4385964901823747,7.651684732293364,0.3791352624270185,0.47738693467336685,elu,36,0.8,100,40,3,glorot_uniform,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,brick
50,0.15727729241401828,0.0,0.6374269124360112,0.15370607630691335,0.11457937004877694,0.6381909505805777,elu,44,0.1,50,10,2,glorot_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,brick
200,0.2502374475200971,0.8524593899124547,0.9239766095813952,0.3519877800390349,0.726295616159487,0.861809046424214,relu,12,0.5,200,30,4,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.SGD'>,triangle
100,0.11138746194672167,0.0,0.6374269065104032,0.11243061024938995,0.0,0.6231155763918431,relu,12,0.8,100,20,3,random_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,funnel
200,10.162105259142423,0.5283357783367759,0.3625731029008564,7.725343603584634,0.42483958227550567,0.4949748758694634,relu,36,0.5,200,10,0,glorot_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.SGD'>,triangle
150,0.08577113160700128,0.17259814760141207,0.6842105263157895,0.09084429741654564,0.4949554258854545,0.716080402309571,relu,12,0.3,150,10,5,random_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.SGD'>,funnel
150,0.17702565311688429,0.8651962792664244,0.9181286612449334,0.28539996762671066,0.8348013788611446,0.8919597965988082,relu,44,0.5,150,30,5,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.Adam'>,brick
200,0.3016163047991301,0.7940174498056111,0.8771929772276628,0.3091032233220249,0.8280543328529626,0.8768844227095944,elu,36,0.3,200,30,4,random_normal,sigmoid,binary_crossentropy,1.25,dense,<class 'keras.optimizers.SGD'>,brick
50,0.4774315419949983,0.7636582474959525,0.7894736998959592,0.950079729509114,0.6661660791042462,0.7412060277545871,elu,36,0.3,50,20,1,random_normal,sigmoid,binary_crossentropy,0.5,dense,<class 'keras.optimizers.Adadelta'>,brick
150,0.6552575035401952,0.0,0.6374268953563177,0.6625440159634729,0.0,0.623115573097114,relu,28,0.8,150,10,2,random_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Nadam'>,funnel
50,0.15727728997406207,0.0,0.6374268953563177,0.1790063645522199,0.15677677686490007,0.5879396978934207,elu,28,0.8,50,30,0,glorot_normal,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adam'>,brick
150,0.019206797060071987,0.9364660647180345,0.9532163672977023,0.05274641034123137,0.7735429124616499,0.8567839166027816,elu,28,0.8,150,40,4,random_uniform,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.Nadam'>,brick
150,0.3912429319836243,0.8777675496207343,0.9181286661248458,0.48940648595292363,0.6864758499303655,0.8115577949351401,relu,44,0.3,150,10,4,glorot_normal,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adam'>,brick
150,0.030166383232235125,0.9034870796733432,0.9298245655862909,0.07639328753528883,0.7290084418938987,0.8065326639156246,elu,28,0.1,150,10,1,glorot_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adadelta'>,triangle
150,0.14865388133023916,0.0,0.6374269065104032,0.12060889002665802,0.0,0.6231155760923223,relu,12,0.5,150,10,2,glorot_uniform,sigmoid,logcosh,1,dense,<class 'keras.optimizers.Adam'>,triangle
150,0.03989667811414652,0.8841808215219374,0.9064327656177052,0.058050190571265,0.82140450950843,0.859296484808227,relu,44,0.3,150,30,0,random_normal,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Nadam'>,brick
200,0.15727729049690983,0.0,0.6374269065104032,0.16457516819837703,0.0,0.6206030174715436,elu,12,0.5,200,30,2,glorot_uniform,sigmoid,logcosh,1.5,dense,<class 'keras.optimizers.Adam'>,brick
150,5.843987757699532,0.0,0.6374268953563177,4.381735287719036,0.0,0.6231155757928014,elu,28,0.3,150,10,1,glorot_uniform,sigmoid,binary_crossentropy,0.75,dense,<class 'keras.optimizers.Adadelta'>,funnel
150,0.6556611343433982,0.0,0.6374269065104032,0.6631390515284322,0.0,0.6231155747444785,elu,12,0.8,150,20,5,random_uniform,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,triangle
150,0.015547280777136834,0.9361945756694727,0.9532163770575273,0.03050973744660466,0.8609387850641605,0.9145728589302331,relu,28,0.1,150,20,3,random_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Adam'>,triangle
100,0.15727729241401828,0.0,0.6374269124360112,0.1655599128960365,0.017008114849502716,0.6155778954376527,elu,44,0.3,100,30,1,random_normal,sigmoid,logcosh,0.75,dense,<class 'keras.optimizers.SGD'>,triangle
100,0.6554796392457527,0.0,0.6374269000619476,0.6628350744295359,0.0,0.6231155778894473,elu,20,0.5,100,20,3,glorot_normal,sigmoid,binary_crossentropy,1,dense,<class 'keras.optimizers.Nadam'>,funnel
150,0.011960954003700475,0.9383251429998387,0.9590643177255552,0.03635810558969651,0.8341527883730941,0.8969849240240739,elu,20,0.1,150,30,2,glorot_normal,sigmoid,logcosh,1.25,dense,<class 'keras.optimizers.Nadam'>,triangle
